calibration_target,setting,public_dataset,seed,method,rank,PICP,PINAW,Winkler,RMSE,MAE,R2,params,best_lambda,posthoc_calibration,baseline_common_calibration,calibration_q_scaled,calib_val_picp_before,calib_val_picp_after,time_s,stage1_cache_time_s,stage2_time_s,dpr_cache_status
0.88,common_validation_conformal_088,Longyuan-SCADA,42,Transformer-QR,2,0.8384204502098436,0.2856481671333313,85.85469818115234,25.194305419921875,15.887709617614746,0.7545346021652222,17733,,,conformal,0.16649648547172546,0.7559580552907531,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,SQR,9,0.7745135444486837,0.22969309985637665,94.73351287841797,26.73143196105957,17.034332275390625,0.7236688137054443,1729,,,conformal,0.2394203096628189,0.665395614871306,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,LUBE-NN,7,0.8241129339946586,0.2950275242328644,94.62906646728516,24.319990158081055,15.301006317138672,0.7712756991386414,1829,,,conformal,0.5121423006057739,0.00667302192564347,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,RQR-MLP,6,0.9303700877527661,0.40282854437828064,93.38450622558594,25.857723236083984,17.202842712402344,0.7414371967315674,1829,,,conformal,0.0,0.9475691134413727,0.9475691134413727,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,KDE,10,0.8229683326974437,0.29160186648368835,94.96394348144531,24.402912139892578,15.2567720413208,0.7697133421897888,0,,,conformal,0.13432911038398743,0.8198284080076264,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.8,common_validation_conformal_080,SDWPF-SCADA,42,Proposed model,1,0.8536681360201511,0.1622287780046463,331.7226867675781,102.37633514404297,67.54800415039062,0.9323018789291382,4959,0.1,conformal,,0.00966528058052063,0.7804014167650531,0.8004722550177096,1858.7303071022034,0.014190912246704102,1858.7126932144165,hit
0.8,common_validation_conformal_080,SDWPF-SCADA,42,MLP-QR,6,0.8004565491183879,0.15706025063991547,393.3355712890625,112.7335205078125,74.94522094726562,0.9179112911224365,1893,,,conformal,0.0,0.8020464384100747,0.8020464384100747,1858.7303071022034,0.014190912246704102,1858.7126932144165,hit
0.8,common_validation_conformal_080,SDWPF-SCADA,42,LSTM-QR,2,0.7858942065491183,0.12338405847549438,335.8555603027344,106.61859893798828,69.20166015625,0.9265751242637634,9157,,,conformal,0.0,0.8229043683589138,0.8229043683589138,1858.7303071022034,0.014190912246704102,1858.7126932144165,hit
0.8,common_validation_conformal_080,SDWPF-SCADA,42,GRU-QR,3,0.7890428211586902,0.12547150254249573,335.94573974609375,104.93914794921875,67.58100891113281,0.9288700819015503,7045,,,conformal,0.0,0.811491538764266,0.811491538764266,1858.7303071022034,0.014190912246704102,1858.7126932144165,hit
0.8,common_validation_conformal_080,SDWPF-SCADA,42,CNN-QR,8,0.8459540302267002,0.18755802512168884,413.787109375,107.41029357910156,70.605712890625,0.9254806637763977,3525,,,conformal,0.06000569462776184,0.7461629279811098,0.8004722550177096,1858.7303071022034,0.014190912246704102,1858.7126932144165,hit
0.8,common_validation_conformal_080,SDWPF-SCADA,42,Transformer-QR,5,0.8082493702770781,0.15129785239696503,385.72369384765625,101.03424835205078,66.7024917602539,0.9340652227401733,17797,,,conformal,0.0,0.8358913813459268,0.8358913813459268,1858.7303071022034,0.014190912246704102,1858.7126932144165,hit
0.8,common_validation_conformal_080,SDWPF-SCADA,42,SQR,4,0.819426952141058,0.1569424718618393,380.9334716796875,107.28748321533203,70.05648803710938,0.925650954246521,1793,,,conformal,0.024439111351966858,0.760724124360488,0.8004722550177096,1858.7303071022034,0.014190912246704102,1858.7126932144165,hit
